date,admissions,discharges,hosp,rea,hosp_rel,icu_rate
2022-04-26,749693,633262,24703,1667,0.738152154425387,0.23814285714285716
2022-04-27,751518,634936,24431,1658,0.7300245024801291,0.23685714285714285
2022-04-28,753160,636491,24130,1629,0.7210302994083547,0.2327142857142857
2022-04-29,754750,638182,23579,1591,0.7045658280045419,0.22728571428571429
2022-04-30,755799,638905,23302,1562,0.6962887706926433,0.22314285714285714
2022-05-01,756279,639061,23327,1557,0.6970357975258471,0.22242857142857142
2022-05-02,757680,640425,23211,1511,0.6935695930197813,0.21585714285714286
2022-05-03,759213,642084,22849,1498,0.6827526444749895,0.214
2022-05-04,760523,643460,22319,1465,0.6669156756110679,0.2092857142857143
2022-05-05,762135,644866,21880,1447,0.6537978844200084,0.2067142857142857
2022-05-06,762818,645611,21277,1408,0.6357795972031315,0.20114285714285715
2022-05-07,764626,647071,20963,1397,0.6263969401780912,0.19957142857142857
2022-05-08,765123,647235,20939,1403,0.6256797944182155,0.20042857142857143
2022-05-09,766174,648234,20835,1380,0.6225721627920875,0.19714285714285715
2022-05-10,767413,649583,20499,1364,0.6125321221538278,0.19485714285714287
2022-05-11,768730,650824,20152,1329,0.6021633897089583,0.18985714285714286
2022-05-12,769889,651942,19762,1292,0.5905097711109784,0.18457142857142858
2022-05-13,770991,653050,19272,1233,0.5758680451801829,0.17614285714285716
2022-05-14,771857,653734,18901,1213,0.5647821669754377,0.1732857142857143
2022-05-15,772369,653827,18935,1214,0.565798123468595,0.17342857142857143
2022-05-16,773215,654775,18742,1199,0.5600310763162613,0.1712857142857143
2022-05-17,774255,655984,18290,1173,0.5465248311719357,0.16757142857142857
2022-05-18,775356,656962,17883,1149,0.5343632343273771,0.16414285714285715
2022-05-19,776329,657817,17531,1115,0.5238450965158669,0.15928571428571428
2022-05-20,777248,658712,17141,1095,0.5121914779178868,0.15642857142857142
2022-05-21,777912,659150,16935,1085,0.5060359768122871,0.155
2022-05-22,778198,659216,16941,1081,0.5062152632522561,0.15442857142857142
2022-05-23,778798,659896,16785,1074,0.501553815813064,0.15342857142857144
2022-05-24,779602,660731,16510,1072,0.4933365206478217,0.15314285714285714
2022-05-25,780453,661637,16133,1043,0.48207135600310763,0.149
2022-05-26,781097,661995,16015,1033,0.4785453893503855,0.14757142857142858
2022-05-27,781622,662562,15811,1024,0.47244965039144204,0.1462857142857143
2022-05-28,781986,662858,15652,1022,0.4676985597322656,0.146
2022-05-29,782213,662919,15646,1014,0.46751927329229664,0.14485714285714285
2022-05-30,782822,663595,15488,992,0.4627980637064483,0.1417142857142857
2022-05-31,783584,664493,15118,952,0.45174206657503135,0.136
2022-06-01,784410,665161,14850,929,0.4437339389230861,0.1327142857142857
2022-06-02,785122,665774,14640,926,0.43745891352417376,0.13228571428571428
2022-06-03,785708,666336,14419,917,0.43085519631865177,0.131
2022-06-04,786124,666645,14274,917,0.4265224406860694,0.131
2022-06-05,786343,666701,14285,914,0.42685113249267914,0.13057142857142856
2022-06-06,786409,666752,14302,907,0.42735911073925775,0.12957142857142856
2022-06-07,787090,667403,14275,895,0.4265523217593976,0.12785714285714286
2022-06-08,787859,668154,14189,895,0.42398254945317637,0.12785714285714286
2022-06-09,788537,668738,14158,876,0.4230562361800036,0.12514285714285714
2022-06-10,789060,669322,14028,869,0.41917169664734355,0.12414285714285714
2022-06-11,789505,669586,14061,875,0.42015777206717264,0.125
2022-06-12,789550,669640,14080,871,0.42072551246040757,0.12442857142857143
2022-06-13,790182,670179,14125,865,0.4220701607601745,0.12357142857142857
2022-06-14,790798,670836,14072,854,0.42048646387378236,0.122
2022-06-15,791415,671515,13910,847,0.4156457299946214,0.121
2022-06-16,792153,672039,13914,846,0.41576525428793404,0.12085714285714286
2022-06-17,792791,672657,13895,845,0.4151975138946991,0.12071428571428572
2022-06-18,793101,672950,13876,829,0.4146297735014642,0.11842857142857142
2022-06-19,793234,673006,13932,830,0.4163031136078408,0.11857142857142858
2022-06-20,794066,673591,14190,849,0.4240124305265045,0.12128571428571429
2022-06-21,794613,674196,14334,841,0.42831530508575866,0.12014285714285715
2022-06-22,795467,675052,14412,845,0.4306460288053547,0.12071428571428572
2022-06-23,796217,675753,14499,841,0.43324568218490406,0.12014285714285715
2022-06-24,797015,676538,14550,830,0.43476961692463995,0.11857142857142858
2022-06-25,797406,676942,14566,818,0.43524771409789037,0.11685714285714285
2022-06-26,797543,677016,14636,822,0.4373393892308612,0.11742857142857142
2022-06-27,798688,677721,15099,880,0.4511743261817964,0.12571428571428572
2022-06-28,799479,678541,15496,898,0.4630371122930736,0.12828571428571428
2022-06-29,800182,679400,15690,914,0.46883404051873545,0.13057142857142856
2022-06-30,800999,680223,15836,931,0.4731966772246459,0.133
2022-07-01,802049,681096,16108,960,0.4813243291699038,0.13714285714285715
2022-07-02,802405,681582,16220,951,0.484671009382657,0.13585714285714287
2022-07-03,802506,681724,16278,953,0.48640411163569,0.13614285714285715
2022-07-04,804008,682827,16638,978,0.49716129803382536,0.1397142857142857
2022-07-05,805447,684148,17041,1004,0.5092033705850714,0.14342857142857143
2022-07-06,806617,685220,17496,1027,0.5227992589493815,0.1467142857142857
2022-07-07,807660,686409,17719,1035,0.5294627383015598,0.14785714285714285
2022-07-08,809015,687688,17944,1027,0.5361859798003944,0.1467142857142857
2022-07-09,809549,688421,17936,1040,0.5359469312137692,0.14857142857142858
2022-07-10,809811,688597,17999,1045,0.5378294388334429,0.1492857142857143
2022-07-11,811507,689642,18605,1107,0.5559373692703042,0.15814285714285714
2022-07-12,813232,691295,19160,1158,0.5725213649674297,0.16542857142857142
2022-07-13,814646,692740,19580,1184,0.5850714157652542,0.16914285714285715
2022-07-14,815137,693535,19647,1178,0.5870734476782407,0.1682857142857143
2022-07-15,816415,694489,19935,1204,0.595679196796749,0.172
2022-07-16,817034,695249,20023,1217,0.5983087312496265,0.17385714285714285
2022-07-17,817211,695383,20137,1225,0.601715173609036,0.175
2022-07-18,819103,696822,20530,1271,0.6134584354270005,0.18157142857142858
2022-07-19,820988,698590,20896,1323,0.6243949082651049,0.189
2022-07-20,822310,700056,21010,1299,0.6278013506245145,0.18557142857142858
2022-07-21,823790,701655,20877,1305,0.62382716787187,0.18642857142857142
2022-07-22,825458,703194,20769,1304,0.6206000119524293,0.18628571428571428
2022-07-23,826268,703888,20730,1279,0.6194346500926313,0.18271428571428572
2022-07-24,826529,704039,20782,1272,0.6209884659056953,0.18171428571428572
2022-07-25,828116,705292,21038,1285,0.6286380206777027,0.18357142857142858
2022-07-26,829622,707049,20924,1317,0.6252315783182932,0.18814285714285714
2022-07-27,831143,708623,20662,1253,0.6174027371063169,0.179
2022-07-28,832605,709895,20486,1208,0.6121436682005618,0.17257142857142857
2022-07-29,833824,711128,20214,1195,0.6040160162553039,0.1707142857142857
2022-07-30,834723,711849,20068,1194,0.5996533795493935,0.17057142857142857
2022-07-31,835034,711968,20098,1195,0.600549811749238,0.1707142857142857
2022-08-01,836147,713025,20063,1205,0.5995039741827527,0.17214285714285715
2022-08-02,837451,714464,19792,1180,0.5914062033108229,0.16857142857142857
2022-08-03,838699,715761,19389,1151,0.5793641307595769,0.16442857142857142
2022-08-04,840080,716889,19154,1151,0.5723420785274607,0.16442857142857142
2022-08-05,841142,717990,18803,1142,0.5618538217892787,0.16314285714285715
2022-08-06,841922,718518,18669,1146,0.557849757963306,0.1637142857142857
2022-08-07,842162,718590,18693,1147,0.5585669037231817,0.16385714285714287
2022-08-08,843113,719501,18648,1121,0.5572222554234149,0.16014285714285714
2022-08-09,844160,720869,18171,1092,0.5429689834458854,0.156
2022-08-10,845441,722035,17729,1057,0.5297615490348413,0.151
2022-08-11,846668,722945,17524,1047,0.5236359290025697,0.14957142857142858
2022-08-12,847565,723824,17268,1037,0.5159863742305624,0.14814285714285713
2022-08-13,848099,724251,17083,1009,0.5104583756648539,0.14414285714285716
2022-08-14,848376,724302,17106,1012,0.5111456403514014,0.14457142857142857
2022-08-15,848467,724377,17138,1015,0.5121018346979024,0.145
2022-08-16,849372,725328,17011,1009,0.5083069383852268,0.14414285714285716
2022-08-17,850440,726350,16838,1001,0.5031375126994562,0.143
2022-08-18,851316,727375,16427,981,0.4908563915615849,0.14014285714285715
2022-08-19,852380,728261,16122,961,0.4817426641964979,0.1372857142857143
2022-08-20,852995,728707,15949,952,0.4765732385107273,0.136
2022-08-21,853232,728752,15965,944,0.4770513356839778,0.13485714285714287
2022-08-22,853883,729371,15950,919,0.47660311958405543,0.13128571428571428
2022-08-23,854554,730209,15680,871,0.46853522978545387,0.12442857142857143
2022-08-24,855404,730866,15551,853,0.46468057132612206,0.12185714285714286
2022-08-25,856050,731479,15412,855,0.4605271021335086,0.12214285714285714
2022-08-26,856676,732094,15234,845,0.45520827108109724,0.12071428571428572
2022-08-27,857006,732353,15108,836,0.4514432558417498,0.11942857142857143
2022-08-28,857221,732406,15137,841,0.4523098069682663,0.12014285714285715
2022-08-29,857671,733015,14929,848,0.44609454371601026,0.12114285714285715
2022-08-30,858483,733782,14694,854,0.4390724914838941,0.122
2022-08-31,859175,734398,14485,838,0.43282734715830995,0.11971428571428572
2022-09-01,859836,734906,14391,814,0.43001852626546344,0.11628571428571428
2022-09-02,860360,735515,14157,799,0.4230263551066754,0.11414285714285714
2022-09-03,860708,735764,14010,792,0.4186338373274368,0.11314285714285714
2022-09-04,860902,735803,14015,793,0.4187832426940776,0.11328571428571428
2022-09-05,861460,736361,13953,785,0.416930616147732,0.11214285714285714
2022-09-06,862073,737006,13799,781,0.41232893085519634,0.11157142857142857
2022-09-07,862675,737549,13663,792,0.4082651048825674,0.11314285714285714
2022-09-08,863219,738139,13425,770,0.40115340943046673,0.11
2022-09-09,863804,738594,13286,742,0.39699994023785334,0.106
2022-09-10,864090,738779,13234,745,0.3954461244247893,0.10642857142857143
2022-09-11,864183,738817,13233,741,0.3954162433514612,0.10585714285714286
2022-09-12,864684,739327,13183,725,0.3939221896850535,0.10357142857142858
2022-09-13,865278,739940,13065,727,0.39039622303233135,0.10385714285714286
2022-09-14,865811,740417,12971,730,0.38758740213948484,0.10428571428571429
2022-09-15,866363,740818,12996,737,0.3883344289726887,0.10528571428571429
2022-09-16,866758,741271,12937,728,0.3865714456463276,0.104
2022-09-17,867008,741449,12941,728,0.38669096993964025,0.104
2022-09-18,867049,741494,12940,725,0.38666108886631206,0.10357142857142858
2022-09-19,867677,742051,12952,703,0.3870196617462499,0.10042857142857142
2022-09-20,868250,742644,12896,704,0.3853463216398733,0.10057142857142858
2022-09-21,868778,743123,12857,699,0.3841809597800753,0.09985714285714285
2022-09-22,869341,743567,12908,707,0.38570489451981116,0.101
2022-09-23,869826,744017,12961,700,0.3872885914062033,0.1
2022-09-24,869997,744250,12939,713,0.38663120779298393,0.10185714285714285
2022-09-25,870095,744285,12977,710,0.3877666885794538,0.10142857142857142
2022-09-26,870939,744739,13354,733,0.3990318532241678,0.10471428571428572
2022-09-27,871576,745299,13768,761,0.41140261758202357,0.10871428571428571
2022-09-28,872038,745892,14014,784,0.41875336162074944,0.112
2022-09-29,872627,746450,14259,789,0.42607422458614713,0.11271428571428571
2022-09-30,873219,746963,14554,810,0.4348891412179525,0.11571428571428571
2022-10-01,873321,747246,14651,823,0.4377876053307835,0.11757142857142858
2022-10-02,873334,747298,14705,823,0.4394011832905038,0.11757142857142858
2022-10-03,874448,747943,15166,843,0.45317635809478274,0.12042857142857143
2022-10-04,875317,748830,15535,848,0.4642024741528716,0.12114285714285715
2022-10-05,876155,749577,15954,861,0.47672264387736807,0.123
2022-10-06,876953,750275,16428,907,0.490886272634913,0.12957142857142856
2022-10-07,877687,751071,16788,882,0.5016434590330485,0.126
2022-10-08,877796,751438,16865,887,0.5039443016793164,0.12671428571428572
2022-10-09,877877,751526,16929,889,0.5058566903723182,0.127
2022-10-10,879183,752340,17406,927,0.5201099623498476,0.13242857142857142
2022-10-11,880409,753470,17907,944,0.5350803800872528,0.13485714285714287
2022-10-12,881126,754353,18187,941,0.5434470806191358,0.13442857142857143
2022-10-13,882191,755236,18590,959,0.5554891531703818,0.137
2022-10-14,883056,756226,18792,972,0.561525129982669,0.13885714285714285
2022-10-15,883492,756677,18950,979,0.5662463395685173,0.13985714285714285
2022-10-16,883516,756764,19032,988,0.5686965875814259,0.14114285714285715
2022-10-17,884953,757710,19493,1065,0.5824717623857049,0.15214285714285714
2022-10-18,886237,758901,19948,1069,0.5960676507500149,0.15271428571428572
2022-10-19,887288,760185,20072,1046,0.599772903842706,0.14942857142857144
2022-10-20,888421,761342,20110,1039,0.6009083846291758,0.14842857142857144
2022-10-21,889593,762416,20165,1039,0.6025518436622244,0.14842857142857144
2022-10-22,889993,762922,20082,1042,0.6000717145759876,0.14885714285714285
2022-10-23,890255,763008,20158,1037,0.6023426761489272,0.14814285714285713
2022-10-24,891369,764040,20194,1059,0.6034183947887408,0.15128571428571427
2022-10-25,892792,765597,19965,1041,0.5965756289965936,0.14871428571428572
2022-10-26,894143,766611,20014,1052,0.5980398015896731,0.15028571428571427
2022-10-27,895083,767589,19959,1057,0.5963963425566247,0.151
2022-10-28,896095,768764,19682,1040,0.588119285244726,0.14857142857142858
2022-10-29,896824,769394,19465,1027,0.5816350923325165,0.1467142857142857
2022-10-30,897165,769477,19497,1024,0.5825912866790175,0.1462857142857143
2022-10-31,898025,770293,19462,1044,0.5815454491125321,0.14914285714285713
2022-11-01,898534,770795,19383,1070,0.5791848443196079,0.15285714285714286
2022-11-02,899537,771749,19263,1065,0.5755991155202295,0.15214285714285714
2022-11-03,900537,772865,18972,1055,0.5669037231817367,0.15071428571428572
2022-11-04,901584,773725,18794,1029,0.5615848921293253,0.147
2022-11-05,902086,774215,18596,1019,0.5556684396103508,0.14557142857142857
2022-11-06,902385,774315,18592,1022,0.5555489153170382,0.146
2022-11-07,903282,775191,18500,1015,0.5527998565708481,0.145
2022-11-08,904351,776334,18217,977,0.5443435128189804,0.13957142857142857
2022-11-09,905486,777224,18110,970,0.541146237972868,0.13857142857142857
2022-11-10,906372,778044,18018,962,0.5383971792266778,0.13742857142857143
2022-11-11,906826,778450,17947,948,0.5362756230203789,0.13542857142857143
2022-11-12,907024,778544,17970,951,0.5369628877069265,0.13585714285714287
2022-11-13,907097,778594,18015,957,0.5383075360066933,0.1367142857142857
2022-11-14,908068,779427,18098,972,0.5407876650929302,0.13885714285714285
2022-11-15,909031,780424,18038,970,0.5389948006932409,0.13857142857142857
2022-11-16,910116,781302,18115,983,0.5412956433395087,0.14042857142857143
2022-11-17,910903,782241,17965,962,0.5368134823402857,0.13742857142857143
2022-11-18,911953,783101,17936,962,0.5359469312137692,0.13742857142857143
2022-11-19,912364,783545,17848,960,0.5333173967608916,0.13714285714285715
2022-11-20,912618,783630,17927,969,0.5356780015538158,0.13842857142857143
2022-11-21,913620,784409,18135,978,0.5418932648060718,0.1397142857142857
2022-11-22,914571,785428,18186,971,0.5434171995458077,0.1387142857142857
2022-11-23,915606,786274,18351,989,0.548347576644953,0.1412857142857143
2022-11-24,916303,787100,18331,986,0.54774995517839,0.14085714285714285
2022-11-25,917256,787918,18384,1010,0.5493336520647821,0.1442857142857143
2022-11-26,917646,788364,18352,1010,0.5483774577182813,0.1442857142857143
2022-11-27,917821,788466,18385,1007,0.5493635331381104,0.14385714285714285
2022-11-28,919158,789344,18782,1065,0.5612263192493875,0.15214285714285714
2022-11-29,920222,790438,19061,1076,0.5695631387079424,0.15371428571428572
2022-11-30,921369,791337,19497,1112,0.5825912866790175,0.15885714285714286
2022-12-01,922226,792382,19669,1089,0.58773083129146,0.15557142857142858
2022-12-02,923186,793251,19865,1113,0.5935875216637782,0.159
2022-12-03,923535,793852,19771,1093,0.5907787007709316,0.15614285714285714
2022-12-04,923852,793973,19863,1091,0.5935277595171219,0.15585714285714286
2022-12-05,925194,794773,20393,1114,0.6093647283810435,0.15914285714285714
2022-12-06,926431,796202,20614,1120,0.6159684455865655,0.16
2022-12-07,927911,797326,21098,1145,0.630430885077392,0.16357142857142856
2022-12-08,929133,798454,21619,1201,0.6459989242813602,0.17157142857142857
2022-12-09,930140,799643,21874,1182,0.6536185979800394,0.16885714285714284
2022-12-10,930749,800266,22061,1187,0.6592063586924042,0.16957142857142857
2022-12-11,930765,800377,22133,1191,0.6613577959720314,0.17014285714285715
2022-12-12,932556,801504,22703,1235,0.6783900077690791,0.17642857142857143
2022-12-13,934071,802940,23217,1287,0.6937488794597502,0.18385714285714286
2022-12-14,935573,804327,23742,1341,0.709436442957031,0.19157142857142856
2022-12-15,936816,805614,24125,1374,0.720880894041714,0.19628571428571429
2022-12-16,938056,807064,24173,1393,0.7223151855614653,0.199
2022-12-17,938881,807811,24256,1384,0.7247953146477022,0.1977142857142857
2022-12-18,939080,807968,24357,1383,0.7278133030538457,0.19757142857142856
2022-12-19,940704,809242,24631,1419,0.7360007171457599,0.2027142857142857
2022-12-20,942683,810995,25002,1438,0.747086595350505,0.20542857142857143
2022-12-21,944281,812617,25225,1443,0.7537500747026833,0.20614285714285716
2022-12-22,945678,813954,25395,1452,0.7588298571684695,0.20742857142857143
2022-12-23,947087,815558,25218,1454,0.7535409071893863,0.2077142857142857
2022-12-24,947916,816260,25119,1445,0.750582680929899,0.20642857142857143
2022-12-25,948137,816395,25088,1445,0.7496563676567263,0.20642857142857143
2022-12-26,949356,817495,25043,1454,0.7483117193569593,0.2077142857142857
2022-12-27,951233,819080,25084,1447,0.7495368433634136,0.2067142857142857
2022-12-28,952718,820563,24993,1483,0.7468176656905516,0.21185714285714285
2022-12-29,953891,821858,24653,1484,0.7366581007589793,0.212
2022-12-30,955280,823069,24389,1477,0.7287694974003466,0.211
2022-12-31,955952,823676,24148,1478,0.7215681587282615,0.21114285714285713
2023-01-01,956348,823803,24157,1477,0.7218370883882149,0.211
2023-01-02,957691,825065,24075,1465,0.7193868403753063,0.2092857142857143
2023-01-03,959016,826705,23516,1416,0.7026833203848682,0.2022857142857143
2023-01-04,960596,827960,23167,1389,0.6922548257933425,0.19842857142857143
2023-01-05,961726,829112,22664,1352,0.6772246459092811,0.19314285714285714
2023-01-06,963097,830190,22335,1341,0.6673937727843184,0.19157142857142856
2023-01-07,963751,830673,22129,1330,0.6612382716787187,0.19
2023-01-08,964057,830783,22102,1331,0.6604314826988585,0.19014285714285714
2023-01-09,964797,831905,21548,1267,0.6438773680750612,0.181
2023-01-10,966188,833075,21100,1242,0.6304906472240482,0.17742857142857144
2023-01-11,967312,833996,20776,1235,0.6208091794657264,0.17642857142857143
2023-01-12,968135,834822,20399,1233,0.6095440148210124,0.17614285714285716
2023-01-13,969085,835657,20039,1227,0.598786828422877,0.1752857142857143
2023-01-14,969655,835936,19950,1214,0.5961274128966713,0.17342857142857143
2023-01-15,969807,836019,19922,1211,0.5952907428434829,0.173
2023-01-16,970352,836689,19689,1187,0.588328452758023,0.16957142857142857
2023-01-17,971074,837539,19229,1145,0.5745831590270722,0.16357142857142856
2023-01-18,971964,838193,18927,1141,0.5655590748819698,0.163
2023-01-19,972636,838960,18470,1105,0.5519034243710034,0.15785714285714286
2023-01-20,973381,839566,18109,1068,0.5411163568995399,0.15257142857142858
2023-01-21,973882,839856,17932,1048,0.5358274069204566,0.14971428571428572
2023-01-22,974098,839907,17911,1044,0.5351999043805653,0.14914285714285713
2023-01-23,974516,840474,17639,1016,0.5270722524353075,0.14514285714285713
2023-01-24,975167,841227,17206,972,0.5141337476842168,0.13885714285714285
2023-01-25,975900,841782,16917,957,0.5054981174923803,0.1367142857142857
2023-01-26,976499,842480,16479,936,0.4924102073746489,0.1337142857142857
2023-01-27,977258,843250,15986,911,0.47767883822386903,0.13014285714285714
2023-01-28,977878,843683,15649,895,0.46760891651228115,0.12785714285714286
2023-01-29,978254,843774,15591,896,0.4658758142592482,0.128
2023-01-30,978697,844326,15365,883,0.4591226916870854,0.12614285714285714
2023-01-31,979260,845203,14768,865,0.4412836909101775,0.12357142857142857
2023-02-01,980302,846047,14316,838,0.4277774457658519,0.11971428571428572
2023-02-02,981050,846572,14037,819,0.41944062630729695,0.117
2023-02-03,981638,846970,13921,807,0.4159744218012311,0.11528571428571428
2023-02-04,979061,844314,13863,798,0.41424131954819815,0.114
2023-02-05,979128,844323,13863,797,0.41424131954819815,0.11385714285714285
2023-02-06,979413,844630,13801,789,0.4123886930018526,0.11271428571428571
2023-02-07,979862,845157,13619,780,0.4069503376561286,0.11142857142857143
2023-02-08,983304,848428,13577,767,0.40569533257634616,0.10957142857142857
2023-02-09,983563,848708,13497,770,0.4033048467100938,0.11
2023-02-10,983960,849090,13412,777,0.40076495547720076,0.111
2023-02-11,984163,849217,13392,775,0.40016733401063764,0.11071428571428571
2023-02-12,984185,849225,13385,774,0.39995816649734056,0.11057142857142857
2023-02-13,984564,849590,13354,772,0.3990318532241678,0.11028571428571429
2023-02-14,984972,850065,13221,774,0.39505767047152335,0.11057142857142857
2023-02-15,985439,850507,13078,752,0.3907846769855973,0.10742857142857143
2023-02-16,985824,850785,13016,745,0.3889320504392518,0.10642857142857143
2023-02-17,986230,851123,12995,742,0.38830454789936053,0.106
2023-02-18,986361,851272,12940,730,0.38666108886631206,0.10428571428571429
2023-02-19,986455,851310,12940,728,0.38666108886631206,0.104
2023-02-20,986863,851584,13044,738,0.3897687204924401,0.10542857142857143
2023-02-21,987156,851997,12996,731,0.3883344289726887,0.10442857142857143
2023-02-22,987612,852401,12962,736,0.38731847247953144,0.10514285714285715
2023-02-23,987928,852635,12991,733,0.38818502360604795,0.10471428571428572
2023-02-24,988182,852922,12958,731,0.38719894818621886,0.10442857142857143
2023-02-25,988360,853113,12896,722,0.3853463216398733,0.10314285714285715
2023-02-26,988458,853134,12910,723,0.3857646566664675,0.10328571428571429
2023-02-27,988802,853409,12958,726,0.38719894818621886,0.10371428571428572
2023-02-28,989066,853787,12858,722,0.38421084085340346,0.10314285714285715
2023-03-01,989513,854180,12787,718,0.3820892846471045,0.10257142857142858
2023-03-02,989836,854431,12767,721,0.38149166318054145,0.103
2023-03-03,990159,854779,12701,710,0.37951951234088327,0.10142857142857142
2023-03-04,990390,854923,12705,717,0.3796390366341959,0.10242857142857142
2023-03-05,990396,854927,12711,719,0.3798183230741648,0.10271428571428572
2023-03-06,990840,855242,12820,731,0.3830753600669336,0.10442857142857143
2023-03-07,991142,855564,12885,735,0.3850176298332636,0.105
2023-03-08,991501,855816,13030,738,0.38935038546584594,0.10542857142857143
2023-03-09,991703,856125,13058,742,0.39018705551903426,0.106
2023-03-10,992097,856457,13121,754,0.39206956313870794,0.10771428571428572
2023-03-11,992170,856575,13131,749,0.3923683738719895,0.107
2023-03-12,992168,856589,13125,744,0.3921890874320206,0.10628571428571429
2023-03-13,992707,856921,13285,758,0.3969700591645252,0.10828571428571429
2023-03-14,992908,857259,13281,760,0.3968505348712126,0.10857142857142857
2023-03-15,993415,857640,13379,763,0.39977888005737167,0.109
2023-03-16,993646,857999,13325,749,0.39816530209765133,0.107
2023-03-17,994124,858444,13279,755,0.39679077272455626,0.10785714285714286
2023-03-18,994335,858672,13205,752,0.39457957329827287,0.10742857142857143
2023-03-19,994423,858680,13211,754,0.3947588597382418,0.10771428571428572
2023-03-20,995062,859128,13358,760,0.3991513775174804,0.10857142857142857
2023-03-21,995484,859586,13434,761,0.40142233909042013,0.10871428571428571
2023-03-22,995947,860128,13418,761,0.40094424191716965,0.10871428571428571
2023-03-23,996334,860867,13025,739,0.3892009800992052,0.10557142857142857
2023-03-24,997263,861310,13103,751,0.39153170381880115,0.10728571428571429
2023-03-25,997362,861538,13038,744,0.38958943405247115,0.10628571428571429
2023-03-26,997457,861565,13036,746,0.38952967190581483,0.10657142857142857
2023-03-27,997985,861972,13113,728,0.39183051455208273,0.104
2023-03-28,998498,862458,13178,720,0.3937727843184127,0.10285714285714286
2023-03-29,998977,862962,13184,734,0.3939520707583816,0.10485714285714286
2023-03-30,999378,863331,13186,732,0.39401183290503794,0.10457142857142857
2023-03-31,999876,863837,13149,709,0.39290623319189627,0.10128571428571428
